,original_request_url,post_url,post_id,text,post_text,shared_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live
0,872018186807470,https://facebook.com/story.php?story_fbid=872018186807470&id=178354205530380,872018186807470,Inicia #LaDiscusiónPresidencial en vivo por NCR Noticias,Inicia #LaDiscusiónPresidencial en vivo por NCR Noticias,,2022-01-17 19:56:00,,,https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/271763352_872121180130504_277951571020329684_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=eJ1pNYkqGUwAX9Xhy1m&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT884HsyxA4ICzJH290eVtFFtvNPCcR-Z89EkZ9XIBmU7w&oe=61EC35EB,[],[],['https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/271763352_872121180130504_277951571020329684_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=eJ1pNYkqGUwAX9Xhy1m&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT884HsyxA4ICzJH290eVtFFtvNPCcR-Z89EkZ9XIBmU7w&oe=61EC35EB'],[None],https://scontent.fsyq1-1.fna.fbcdn.net/v/t66.36281-6/10000000_359891268819774_6878163940830730145_n.mp4?_nc_cat=101&ccb=1-5&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=ZX4Q6go3qa0AX8KOwrG&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT8TAQTFMk_6912Hj177_t_FDvj8FToX3YJW-Yb472ou0w&oe=61EC91C6,,,872018186807470,,,https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/271763352_872121180130504_277951571020329684_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=eJ1pNYkqGUwAX9Xhy1m&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT884HsyxA4ICzJH290eVtFFtvNPCcR-Z89EkZ9XIBmU7w&oe=61EC35EB,,,3200,29709,962,,"[{'link': '/hashtag/ladiscusiónpresidencial?refid=52&__tn__=%2As-R', 'text': '#LaDiscusiónPresidencial'}]",178354205530380,NCR - Noticias Costa Rica,https://facebook.com/NCRNoticiasCostaRica/?refid=52&__tn__=C-R,False,,,,,,,True,<generator object PostExtractor.extract_comments_full at 0x7f9f5c15ecf0>,,,,,,178354205530380,,,[],True
