,original_request_url,post_url,post_id,text,post_text,shared_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live,fetched_time
0,609024646879774,https://facebook.com/story.php?story_fbid=609024646879774&id=100064919790267,609024646879774,"#EleccionesCRTSE #VotanteInformado Segunda Parte del #DebateNacional Vía #FBLive desde el TSE.

Candidatos participantes:
Lineth Saborío (PUSC)
Rodolfo Hernández (PRSC)
Luis Alberto Cordero (PML)
Eduardo Cruickshank (PRN)
Rodrigo Chaves (PSD)
Eliecer Feinzaig (PLP)
La distribución de los candidatos para las cuatro sesiones está definida por el orden de los partidos políticos en la papeleta.","#EleccionesCRTSE #VotanteInformado Segunda Parte del #DebateNacional Vía #FBLive desde el TSE.

Candidatos participantes:
Lineth Saborío (PUSC)
Rodolfo Hernández (PRSC)
Luis Alberto Cordero (PML)
Eduardo Cruickshank (PRN)
Rodrigo Chaves (PSD)
Eliecer Feinzaig (PLP)
La distribución de los candidatos para las cuatro sesiones está definida por el orden de los partidos políticos en la papeleta.",,2022-01-10 19:44:00.000000,,,https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/271717886_609024716879767_5900112630072806819_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Al1VnG5YRGoAX-S73qB&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT_E4I5BygUDiolN2Q8-jE1YPwlZbOrDpLtvrmbZr_Qv9g&oe=61E4DA29,[],[],['https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/271717886_609024716879767_5900112630072806819_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Al1VnG5YRGoAX-S73qB&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT_E4I5BygUDiolN2Q8-jE1YPwlZbOrDpLtvrmbZr_Qv9g&oe=61E4DA29'],[None],https://scontent.fsyq1-1.fna.fbcdn.net/v/t66.36281-6/10000000_716836936368280_8990940224924268695_n.mp4?_nc_cat=100&ccb=1-5&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=0R-iltB4_TUAX-GU6ga&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT_y_Td5X79vUFpEPstGRgPIpLjz4TzRPfLXDQ8jldILeA&oe=61E61612,,,609024646879774,,,https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/271717886_609024716879767_5900112630072806819_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Al1VnG5YRGoAX-S73qB&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT_E4I5BygUDiolN2Q8-jE1YPwlZbOrDpLtvrmbZr_Qv9g&oe=61E4DA29,,,512,10365,509,,"[{'link': '/hashtag/eleccionescrtse?refid=52&__tn__=%2As-R', 'text': '#EleccionesCRTSE'}, {'link': '/hashtag/votanteinformado?refid=52&__tn__=%2As-R', 'text': '#VotanteInformado'}, {'link': '/hashtag/debatenacional?refid=52&__tn__=%2As-R', 'text': '#DebateNacional'}, {'link': '/hashtag/fblive?refid=52&__tn__=%2As-R', 'text': '#FBLive'}]",100064919790267,Tribunal Supremo de Elecciones,https://facebook.com/TSECostaRica?refid=52&__tn__=C-R,False,,,,,,,True,<generator object PostExtractor.extract_comments_full at 0x7fe7bd5ef890>,[],https://www.facebook.com/story.php?story_fbid=609024646879774&id=100064919790267,"{'like': 512, 'love': 259, 'haha': 101, 'wow': 9, 'care': 14, 'sad': 14, 'angry': 29}",938,,219221231837,,,[],True,2022-01-13 10:45:48.319024
