,post_id,text,post_text,shared_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,post_url,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live,header,fetched_time
0,5111342625594406,"Debate - Noticias Columbia

Noticias Columbia was live.
4 hrs ·

Cuarto Debate - Noticias Columbia / Universidad Hispanoamericana:

Sergio Mena - Partido Nueva Generación (PNG)
Óscar Campos - Partido Encuentro Nacional
Luis Alberto Cordero - Movimiento Libertario

98.7 FM / Radio Columbia: Con un país en sintonía.",Debate - Noticias Columbia,"Noticias Columbia was live.
4 hrs ·

Cuarto Debate - Noticias Columbia / Universidad Hispanoamericana:

Sergio Mena - Partido Nueva Generación (PNG)
Óscar Campos - Partido Encuentro Nacional
Luis Alberto Cordero - Movimiento Libertario

98.7 FM / Radio Columbia: Con un país en sintonía.",2022-01-25 11:33:36.000000,1643132016.0,,https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/272644212_516870586307136_2928878820901729477_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Af8dPGWVBtQAX-hyx2r&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT9bFu4XYmRKUHqx4XG-htVDbIa_8R2TyjGxKITMonIR-Q&oe=61F4EA6F,[],[],['https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/272644212_516870586307136_2928878820901729477_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Af8dPGWVBtQAX-hyx2r&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT9bFu4XYmRKUHqx4XG-htVDbIa_8R2TyjGxKITMonIR-Q&oe=61F4EA6F'],[None],https://scontent.fsyq1-1.fna.fbcdn.net/v/t66.36281-6/10000000_456153282530765_7557628438484832680_n.mp4?_nc_cat=110&ccb=1-5&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=Kg8TZuXeizwAX8UHrgK&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT8-Vf7wqUu4WL12YcplYIVYcgYk6BZQNLiyY47MeDCToQ&oe=61F5E223,,,516870512973810,,,https://scontent.fsyq1-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s600x600/272644212_516870586307136_2928878820901729477_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=ccf8b3&efg=eyJpIjoidCJ9&_nc_ohc=Af8dPGWVBtQAX-hyx2r&_nc_ht=scontent.fsyq1-1.fna&oh=00_AT9bFu4XYmRKUHqx4XG-htVDbIa_8R2TyjGxKITMonIR-Q&oe=61F4EA6F,,,23,0,6,https://facebook.com/SergioMenaPNG/posts/5111342625594406,,[],597935123601868,Sergio Mena Díaz,https://facebook.com/SergioMenaPNG/?__tn__=C-R,False,,516870512973810,2022-01-25 11:32:14.000000,121250691286950,Noticias Columbia,https://facebook.com/story.php?story_fbid=516870512973810&id=121250691286950,True,,"[{'name': 'Javiera Centeno Diputada', 'link': 'https://facebook.com/JavieraCentenoPNG?fref=pb', 'type': 'like'}, {'name': 'Evelyn Nuñez', 'link': 'https://facebook.com/profile.php?id=100036045852316&fref=pb', 'type': 'like'}, {'name': 'Wilberth CA', 'link': 'https://facebook.com/wilberth.ca.5?fref=pb', 'type': 'like'}, {'name': 'Randall Mata Mora', 'link': 'https://facebook.com/randall.mata.94?fref=pb', 'type': 'like'}, {'name': 'Leti Luna', 'link': 'https://facebook.com/profile.php?id=100009410580431&fref=pb', 'type': 'like'}, {'name': 'Yensy Torres', 'link': 'https://facebook.com/profile.php?id=100008672292128&fref=pb', 'type': 'like'}, {'name': 'Dhoriam Garcia', 'link': 'https://facebook.com/dhoriam.garcia?fref=pb', 'type': 'like'}, {'name': 'Daniel Solano', 'link': 'https://facebook.com/daniel.solano.54772?fref=pb', 'type': 'like'}, {'name': 'Eugénie Chacón', 'link': 'https://facebook.com/eugenia.chacon.735?fref=pb', 'type': 'love'}, {'name': 'Nidia Rodriguez', 'link': 'https://facebook.com/nidia.rodriguez.9003888?fref=pb', 'type': 'like'}, {'name': 'Vane Solís', 'link': 'https://facebook.com/Gavilanopaloma40y20?fref=pb', 'type': 'love'}, {'name': 'Gilberth Campos', 'link': 'https://facebook.com/gilberth.campos.3?fref=pb', 'type': 'like'}, {'name': 'Franz Gonzalez', 'link': 'https://facebook.com/franz.gonzalezarias?fref=pb', 'type': 'like'}, {'name': 'Luis Antonio Gonzalez Vargas', 'link': 'https://facebook.com/luis.gonzalezvargas.77?fref=pb', 'type': 'like'}, {'name': 'Alejandra Lizano Jiménez', 'link': 'https://facebook.com/alejandra.lizanojimenez?fref=pb', 'type': 'like'}, {'name': 'Esteban Cascante', 'link': 'https://facebook.com/esteban.cascante.9?fref=pb', 'type': 'like'}, {'name': 'Padilla Heii', 'link': 'https://facebook.com/hazel.padilla.507?fref=pb', 'type': 'like'}, {'name': 'Andrea Arroyo Hidalgo', 'link': 'https://facebook.com/andrea.arroyohidalgo?fref=pb', 'type': 'like'}, {'name': 'Ronald Anchia', 'link': 'https://facebook.com/07Ronald69?fref=pb', 'type': 'like'}, {'name': 'Dagoberto Gómez Jiménez', 'link': 'https://facebook.com/dagogo03?fref=pb', 'type': 'like'}, {'name': 'Gabita UT', 'link': 'https://facebook.com/gaby.urena.9?fref=pb', 'type': 'like'}, {'name': 'José Cruz', 'link': 'https://facebook.com/jpcruz10?fref=pb', 'type': 'like'}, {'name': 'Virginia Acosta Herrera', 'link': 'https://facebook.com/virginia.acostaherrera?fref=pb', 'type': 'like'}, {'name': 'Crishia Ballestero', 'link': 'https://facebook.com/draballestero?fref=pb', 'type': 'like'}, {'name': 'Jacqui Castillo', 'link': 'https://facebook.com/jacqui.castillo.50?fref=pb', 'type': 'like'}]",https://www.facebook.com/SergioMenaPNG/posts/5111342625594406,"{'like': 23, 'love': 2}",25.0,"[{'name': 'Noticias Columbia', 'link': '/NoticiasColumbia/?__tn__=CH-R'}]",597935123601868,,,[],False,Sergio Mena Díaz,2022-01-25 15:32:15.554666
